Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Você pode fazer minhas tarefas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	51
Você pode fazer minha lição de casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	52
Você pode tirar uma foto?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	53
Você pode desenhar algo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	54
Você pode alimentar meu gato?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	55
Você pode lutar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	56
Você pode encontrar o controle remoto?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	57
Você pode voar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	58
Você pode obter um corte de cabelo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	59
Você pode ir para uma caminhada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	60
Você pode ir de férias?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	61
Você pode ir ao médico?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	62
Você pode ir para a lua?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	63
Você pode pular corda?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	64
Você pode pular?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	65
Você pode aprender com pessoas conversando com Você	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	66
Você pode aprender?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	67
Você pode ouvir o rádio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	68
Você pode fazer uma chamada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	69
Você pode fazer uma xícara de café?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	70
Você pode fazer um bule de chá?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	71
Você pode fazer uma escultura?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	72
Você pode me fazer um sanduíche?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	73
Você pode cortar a grama?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	74
Você pode pintar minha casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	75
Você pode pintar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	76
Você pode plantar uma árvore?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	77
Você pode plantar uma horta?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	78
Você pode jogar um dvd?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	79
Você pode jogar um jogo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	80
Você pode jogar beisebol?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	81
Você pode jogar futebol?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	82
Você pode praticar esportes?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	83
Você pode tocar guitarra?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	84
Você pode prever o futuro?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	85
Você pode apagar um incêndio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	86
Você pode ler minha mente?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	87
Você pode arranhar minhas costas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	88
Você pode enviar um pacote?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	89
Você pode servir em um júri?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	90
Você pode me mostrar como respirar debaixo de água?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	91
Você pode me mostrar como comprar mantimentos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	92
Você pode me mostrar como mudar o canal?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	93
Você pode me mostrar como verificar meu e-mail?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	94
Você pode me mostrar como cozinhar o jantar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	95
Você pode me mostrar como dançar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	96
Você pode me mostrar como fazer minhas tarefas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	97
Você pode me mostrar como fazer minha lição de casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	98
Você pode me mostrar como desenhar uma imagem?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	99
Você pode me mostrar como desenhar alguma coisa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	100
Você pode me mostrar como alimentar o gato?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	101
Você pode me mostrar como obter um corte de cabelo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	102
Você pode me mostrar como ir para uma caminhada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	103
Você pode me mostrar como ir de férias?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	104
Você pode me mostrar como ir ao médico?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	105
Você pode me mostrar como ir à Lua?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	106
Você pode me mostrar como pular corda?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	107
Você pode me mostrar como ouvir o rádio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	108
Você pode me mostrar como fazer uma chamada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	109
Você pode me mostrar como cortar a grama?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	110
Você pode me mostrar como pintar minha casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	111
Você pode me mostrar como jogar um dvd?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	112
Você pode me mostrar como jogar um jogo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	113
Você pode me mostrar como apagar um incêndio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	114
Você pode me mostrar como ler minha mente?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	115
Você pode me mostrar como coça minhas costas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	116
Você pode me mostrar como enviar um pacote?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	117
Você pode me mostrar como servir em um júri?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	118
Você pode me mostrar como sincronizar meu calendário?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	119
Você pode me mostrar como tirar minha temperatura?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	120
Você pode me mostrar como se teletransportar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	121
Você pode me mostrar como se transformar em um super-herói?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	122
Você pode me mostrar como assistir vídeos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	123
Você pode me mostrar como escrever meu relatório?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	124
Você pode sincronizar o meu calendário?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	125
Você pode tirar a minha temperatura?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	126
Você pode se teleportar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	127
Você pode amarrar os sapatos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	128
Você pode se transformar em um super-herói?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	129
Você pode assistir a vídeos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	130
Você pode regar minhas plantas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	131
Você pode escrever o meu relatório?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	132
Mude o canal	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	133
Verificar o meu e-mail	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	134
Verifique meus stocks	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	135
Verificar o tempo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	136
Limpar o meu quarto	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	137
Cozinhar o jantar	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	138
Cozinhar me algo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	139
Dança	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	140
Você assistiu o superbowl	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	141
Fazer um back flip	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	142
Faça uma derrapada	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	143
Fazer uma cambalhota	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	144
drogas	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	145
Fazer minhas tarefas	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	146
Fazer minha lição de casa	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	147
Lavar minha roupa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	148
Você código?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	149
Você cozinha?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	150
Você jardim?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	151
Você ir esquiar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	152
Você fofoca?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	153
Você tem superpoderes?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	154
Você sabe como respirar debaixo de água?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	155
Você sabe como comprar mantimentos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	156
Você sabe como mudar o canal?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	157
Você sabe como verificar meu e-mail?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	158
Sabe como cozinhar	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	159
Você sabe como fazer o jantar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	160
Você sabe dançar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	161
Você sabe como fazer minhas tarefas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	162
Você sabe como fazer minha lição de casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	163
Você sabe como fazer um desenho?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	164
Você sabe como desenhar alguma coisa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	165
Você sabe como alimentar o gato?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	166
Você sabe como obter um corte de cabelo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	167
Você sabe como ir para uma caminhada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	168
Você sabe como ir de férias?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	169
Você sabe como ir ao médico?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	170
Você sabe como ir à Lua?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	171
Sabe como pular corda?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	172
Você sabe como ouvir o rádio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	173
Sabe como fazer uma chamada?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	174
Você sabe como cortar a grama?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	175
Você sabe como pintar minha casa?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	176
Você sabe como jogar um dvd?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	177
Você sabe como jogar um jogo?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	178
Você sabe como jogar qualquer intruments?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	179
Você sabe como jogar poker?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	180
Você sabe como apagar um incêndio?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	181
Você sabe como ler minha mente?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	182
Você sabe como a arranhar minhas costas?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	183
Você sabe como enviar um pacote?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	184
Você sabe como servir em um júri?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	185
Você sabe como sincronizar meu calendário?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	186
Você sabe como tirar minha temperatura?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	187
Você sabe como se teletransportar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	188
Você sabe como se transformar em um super-herói?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	189
Você sabe como assistir vídeos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	190
Você sabe como escrever o meu relatório?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	191
Sabe nadar	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	192
Você joga jogos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	193
Você montar cavalos?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	194
Você gasta tempo no seu jardim?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	195
Você quer uma cerveja	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	196
Você quer um ipa	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	197
Você escreve	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	198
Faça um desenho	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	199
Desenhar algo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	200
Alimentar o gato	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	201
Encontrar minhas chaves	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	202
Localizar meu telefone	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	203
Encontrar o controle remoto	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	204
Voe um papagaio	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	205
Voe então	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	206
Obter um corte de cabelo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	207
Ir para uma caminhada	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	208
Ir de férias	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	209
Vá para fora	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	210
Ir surfar	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	211
Vá ao médico	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	212
Ir para a lua	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	213
Cura-me	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	214
Quão alto Você pode contar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	215
Quão alto Você pode pular?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	216
Convide-me sobre	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	217
Salto corda	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	218
Lets go almoço	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	219
Vamos fazer limonada	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	220
Vamos jogar um jogo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	221
Ouvir o rádio	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	222
Fazer uma chamada	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	223
Cortar a grama	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	224
Ok vir aqui	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	225
Pintar minha casa	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	226
Jogar um dvd	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	227
Jogar um jogo	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	228
Jogar golfe	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	229
Por favor, comprar uma briga com	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	230
Apagar um incêndio	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	231
Leia-me uma história	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	232
Leia minha mente	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	233
Rolar um dado	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	234
Coça minhas costas	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	235
Enviar um pacote	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	236
Sirva em um júri	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	237
Então Você leu?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	238
Surpreenda-me	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	239
Sincronizar meu calendário	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	240
Tire uma foto	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	241
Tome minha temperatura	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	242
Pegue o trem	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	243
Teleport	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	244
Diga-me uma citação	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	245
Diga-me uma história	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	246
Se transformar em um super-herói	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	247
Acender as luzes	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	248
U me juntando para o jantar?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	249
Lavar os pratos	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	250
Assista a vídeos	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	251
Qual é o seu sonho?	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	252
Escrever meu relatório	Isso não é algo que eu possa fazer.	kb-data.tsv		[]	False	[]	253
Aloha	Olá!	kb-data.tsv		[]	False	[]	254
Aloha bot	Olá!	kb-data.tsv		[]	False	[]	255
Bonjour	Olá!	kb-data.tsv		[]	False	[]	256
G'day	Olá!	kb-data.tsv		[]	False	[]	257
Bom dia	Olá!	kb-data.tsv		[]	False	[]	258
Bom dia	Bom dia!	kb-data.tsv		[]	False	[]	258
Greetings	Olá!	kb-data.tsv		[]	False	[]	259
Cumprimentos e saudações	Olá!	kb-data.tsv		[]	False	[]	260
Greetings bot	Olá!	kb-data.tsv		[]	False	[]	261
Saudações amigo	Olá!	kb-data.tsv		[]	False	[]	262
Olá	Olá!	kb-data.tsv		[]	False	[]	263
Olá bot	Olá!	kb-data.tsv		[]	False	[]	264
Olá meu amigo	Olá!	kb-data.tsv		[]	False	[]	265
Olá lá	Olá!	kb-data.tsv		[]	False	[]	266
Hey pal	Olá!	kb-data.tsv		[]	False	[]	267
Hey lá	Olá!	kb-data.tsv		[]	False	[]	268
Hey lá bot	Olá!	kb-data.tsv		[]	False	[]	269
Ei Você	Olá!	kb-data.tsv		[]	False	[]	270
Heya	Olá!	kb-data.tsv		[]	False	[]	271
Hey-hey	Olá!	kb-data.tsv		[]	False	[]	272
Oi	Olá!	kb-data.tsv		[]	False	[]	273
Oi bot	Olá!	kb-data.tsv		[]	False	[]	274
Oi lá!	Olá!	kb-data.tsv		[]	False	[]	275
Hiya	Olá!	kb-data.tsv		[]	False	[]	276
Oi-ya	Olá!	kb-data.tsv		[]	False	[]	277
Oh hey lá	Olá!	kb-data.tsv		[]	False	[]	278
Oh hey, é Você	Olá!	kb-data.tsv		[]	False	[]	279
Oh Howdy lá	Olá!	kb-data.tsv		[]	False	[]	280
Shalom	Olá!	kb-data.tsv		[]	False	[]	281
Yo	Olá!	kb-data.tsv		[]	False	[]	282
Uma boa noite para Você	Boa noite!	kb-data.tsv		[]	False	[]	283
Bon soir	Boa noite!	kb-data.tsv		[]	False	[]	284
Buenas tardes	Boa noite!	kb-data.tsv		[]	False	[]	285
evenin	Boa noite!	kb-data.tsv		[]	False	[]	286
Evenin' para ya	Boa noite!	kb-data.tsv		[]	False	[]	287
Evening	Boa noite!	kb-data.tsv		[]	False	[]	288
Noite para Você	Boa noite!	kb-data.tsv		[]	False	[]	289
G'devening	Boa noite!	kb-data.tsv		[]	False	[]	290
Boa noite	Boa noite!	kb-data.tsv		[]	False	[]	291
Boa noite para Você	Boa noite!	kb-data.tsv		[]	False	[]	292
Tenha uma boa noite	Boa noite!	kb-data.tsv		[]	False	[]	293
