Question;Answer;Source;Metadata;SuggestedQuestions;IsContextOnly;Prompts;QnaId
Você é capaz de comprar mantimentos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me fazer cookies?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode respirar debaixo de água?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode comprar mantimentos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode mudar o canal?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode verificar o meu e-mail?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode escalar uma montanha?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode cozinhar o jantar para mim;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode cozinhar o jantar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me cozinhar algo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode contar até um milhão?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode dançar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer lutar;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer minhas tarefas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer minha lição de casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode tirar uma foto?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode desenhar algo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode alimentar meu gato?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode lutar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode encontrar o controle remoto?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode voar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode obter um corte de cabelo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ir para uma caminhada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ir de férias?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ir ao médico?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ir para a lua?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode pular corda?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode pular?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode aprender com pessoas conversando com Você;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode aprender?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ouvir o rádio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer uma chamada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer uma xícara de café?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer um bule de chá?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode fazer uma escultura?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me fazer um sanduíche?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode cortar a grama?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode pintar minha casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode pintar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode plantar uma árvore?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode plantar uma horta?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode jogar um dvd?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode jogar um jogo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode jogar beisebol?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode jogar futebol?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode praticar esportes?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode tocar guitarra?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode prever o futuro?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode apagar um incêndio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode ler minha mente?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode arranhar minhas costas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode enviar um pacote?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode servir em um júri?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como respirar debaixo de água?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como comprar mantimentos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como mudar o canal?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como verificar meu e-mail?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como cozinhar o jantar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como dançar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como fazer minhas tarefas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como fazer minha lição de casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como desenhar uma imagem?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como desenhar alguma coisa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como alimentar o gato?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como obter um corte de cabelo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ir para uma caminhada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ir de férias?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ir ao médico?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ir à Lua?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como pular corda?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ouvir o rádio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como fazer uma chamada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como cortar a grama?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como pintar minha casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como jogar um dvd?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como jogar um jogo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como apagar um incêndio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como ler minha mente?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como coça minhas costas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como enviar um pacote?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como servir em um júri?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como sincronizar meu calendário?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como tirar minha temperatura?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como se teletransportar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como se transformar em um super-herói?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como assistir vídeos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode me mostrar como escrever meu relatório?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode sincronizar o meu calendário?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode tirar a minha temperatura?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode se teleportar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode amarrar os sapatos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode se transformar em um super-herói?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode assistir a vídeos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode regar minhas plantas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você pode escrever o meu relatório?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Mude o canal;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Verificar o meu e-mail;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Verifique meus stocks;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Verificar o tempo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Limpar o meu quarto;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Cozinhar o jantar;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Cozinhar me algo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Dança;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você assistiu o superbowl;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Fazer um back flip;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Faça uma derrapada;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Fazer uma cambalhota;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
drogas;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Fazer minhas tarefas;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Fazer minha lição de casa;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Lavar minha roupa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você código?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você cozinha?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você jardim?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você ir esquiar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você fofoca?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você tem superpoderes?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como respirar debaixo de água?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como comprar mantimentos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como mudar o canal?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como verificar meu e-mail?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sabe como cozinhar;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como fazer o jantar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe dançar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como fazer minhas tarefas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como fazer minha lição de casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como fazer um desenho?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como desenhar alguma coisa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como alimentar o gato?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como obter um corte de cabelo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ir para uma caminhada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ir de férias?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ir ao médico?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ir à Lua?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sabe como pular corda?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ouvir o rádio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sabe como fazer uma chamada?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como cortar a grama?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como pintar minha casa?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como jogar um dvd?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como jogar um jogo?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como jogar qualquer intruments?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como jogar poker?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como apagar um incêndio?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como ler minha mente?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como a arranhar minhas costas?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como enviar um pacote?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como servir em um júri?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como sincronizar meu calendário?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como tirar minha temperatura?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como se teletransportar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como se transformar em um super-herói?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como assistir vídeos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você sabe como escrever o meu relatório?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sabe nadar;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você joga jogos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você montar cavalos?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você gasta tempo no seu jardim?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você quer uma cerveja;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você quer um ipa;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Você escreve;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Faça um desenho;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Desenhar algo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Alimentar o gato;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Encontrar minhas chaves;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Localizar meu telefone;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Encontrar o controle remoto;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Voe um papagaio;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Voe então;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Obter um corte de cabelo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ir para uma caminhada;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ir de férias;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Vá para fora;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ir surfar;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Vá ao médico;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ir para a lua;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Cura-me;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Quão alto Você pode contar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Quão alto Você pode pular?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Convide-me sobre;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Salto corda;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Lets go almoço;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Vamos fazer limonada;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Vamos jogar um jogo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ouvir o rádio;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Fazer uma chamada;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Cortar a grama;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Ok vir aqui;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Pintar minha casa;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Jogar um dvd;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Jogar um jogo;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Jogar golfe;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Por favor, comprar uma briga com;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Apagar um incêndio;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Leia-me uma história;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Leia minha mente;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Rolar um dado;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Coça minhas costas;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Enviar um pacote;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sirva em um júri;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Então Você leu?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Surpreenda-me;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Sincronizar meu calendário;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Tire uma foto;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Tome minha temperatura;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Pegue o trem;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Teleport;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Diga-me uma citação;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Diga-me uma história;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Se transformar em um super-herói;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Acender as luzes;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
U me juntando para o jantar?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Lavar os pratos;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Assista a vídeos;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Qual é o seu sonho?;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Escrever meu relatório;Isso não é algo que eu possa fazer.;kb-data.tsv;;[];False;[];1
Aloha;Olá!;kb-data.tsv;;[];False;[];2
Aloha bot;Olá!;kb-data.tsv;;[];False;[];2
Bonjour;Olá!;kb-data.tsv;;[];False;[];2
G'day;Olá!;kb-data.tsv;;[];False;[];2
Bom dia;Olá!;kb-data.tsv;;[];False;[];2
Greetings;Olá!;kb-data.tsv;;[];False;[];2
Cumprimentos e saudações;Olá!;kb-data.tsv;;[];False;[];2
Greetings bot;Olá!;kb-data.tsv;;[];False;[];2
Saudações amigo;Olá!;kb-data.tsv;;[];False;[];2
Olá;Olá!;kb-data.tsv;;[];False;[];2
Olá bot;Olá!;kb-data.tsv;;[];False;[];2
Olá meu amigo;Olá!;kb-data.tsv;;[];False;[];2
Olá lá;Olá!;kb-data.tsv;;[];False;[];2
Hey pal;Olá!;kb-data.tsv;;[];False;[];2
Hey lá;Olá!;kb-data.tsv;;[];False;[];2
Hey lá bot;Olá!;kb-data.tsv;;[];False;[];2
Ei Você;Olá!;kb-data.tsv;;[];False;[];2
Heya;Olá!;kb-data.tsv;;[];False;[];2
Hey-hey;Olá!;kb-data.tsv;;[];False;[];2
Oi;Olá!;kb-data.tsv;;[];False;[];2
Oi bot;Olá!;kb-data.tsv;;[];False;[];2
Oi lá!;Olá!;kb-data.tsv;;[];False;[];2
Hiya;Olá!;kb-data.tsv;;[];False;[];2
Oi-ya;Olá!;kb-data.tsv;;[];False;[];2
Oh hey lá;Olá!;kb-data.tsv;;[];False;[];2
Oh hey, é Você;Olá!;kb-data.tsv;;[];False;[];2
Oh Howdy lá;Olá!;kb-data.tsv;;[];False;[];2
Shalom;Olá!;kb-data.tsv;;[];False;[];2
Yo;Olá!;kb-data.tsv;;[];False;[];2
Uma boa noite para Você;Boa noite!;kb-data.tsv;;[];False;[];3
Bon soir;Boa noite!;kb-data.tsv;;[];False;[];3
Buenas tardes;Boa noite!;kb-data.tsv;;[];False;[];3
evenin;Boa noite!;kb-data.tsv;;[];False;[];3
Evenin' para ya;Boa noite!;kb-data.tsv;;[];False;[];3
Evening;Boa noite!;kb-data.tsv;;[];False;[];3
Noite para Você;Boa noite!;kb-data.tsv;;[];False;[];3
G'devening;Boa noite!;kb-data.tsv;;[];False;[];3
Boa noite;Boa noite!;kb-data.tsv;;[];False;[];3
Boa noite para Você;Boa noite!;kb-data.tsv;;[];False;[];3
Tenha uma boa noite;Boa noite!;kb-data.tsv;;[];False;[];3
Tenha uma ótima noite;Boa noite!;kb-data.tsv;;[];False;[];3
Aqui está esperando para uma boa noite;Boa noite!;kb-data.tsv;;[];False;[];3
Aqui é para uma grande noite;Boa noite!;kb-data.tsv;;[];False;[];3
Espero que Você tenha uma boa noite;Boa noite!;kb-data.tsv;;[];False;[];3
Espero que Você tenha uma grande noite;Boa noite!;kb-data.tsv;;[];False;[];3
Buenas noches;Boa noite!;kb-data.tsv;;[];False;[];3
Não deixe a mordida dos percevejos;Boa noite!;kb-data.tsv;;[];False;[];3
noite Nighty;Boa noite!;kb-data.tsv;;[];False;[];3
Bons sonhos;Boa noite!;kb-data.tsv;;[];False;[];3
